AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,Class
0.3565074309978769,0.37435925744381204,0.3158315795933251,0.41371302394639664,0.6579007027884836,0.4408173139825666,0.6841070989928764,0.37258178818103926,0.5396744659206509,0.25439734343381937,0.29972439136426277,0.626524010947997,0.24175824175824168,0.4482758620689655,0.5571691176470588,0.6682514527205492,Kirmizi_Pistachio
0.40923566878980894,0.5714303489649658,0.4084209300898469,0.4057238119473503,0.7159374291543867,0.49473416559075534,0.7086710881847209,0.4236802301598215,0.6358087487283826,0.30700980646500287,0.18936610013780436,0.6023886538940033,0.21978021978021978,0.3448275862068966,0.53125,0.7448494453248808,Kirmizi_Pistachio
0.43840764331210197,0.30943338489168026,0.49266226757680687,0.3308810534731391,0.8147812287463161,0.523723286338849,0.9110783591255218,0.38308494547454597,0.7009155645981688,0.4303429668448089,0.41915480018373913,0.558596665837273,0.21978021978021978,0.2068965517241379,0.4854779411764707,0.9379292128895931,Kirmizi_Pistachio
0.5337473460721869,0.20728838577980824,0.6724696509726493,0.3503487465761521,0.8555883019723418,0.6147515447451508,0.9277818717759765,0.475910432290069,0.8105289928789421,0.5012193223680796,0.6657096922370234,0.5083354068176162,0.20879120879120872,0.13793103448275867,0.43419117647058836,0.9585314315900684,Kirmizi_Pistachio
0.4446390658174098,0.3192773965075191,0.30634243232609104,0.4781280494035942,0.5758331444116982,0.5298425260995894,0.8047162859248342,0.4269908930327999,0.6663275686673449,0.19566232553312923,0.41065686724850714,0.7519283403831798,0.15384615384615385,0.3793103448275863,0.6966911764705884,0.8177496038034864,Siit_Pistachio
0.34428874734607223,0.5483706555344082,0.2950041873174818,0.3391299469215925,0.7250056676490593,0.42802487391472854,0.753377548513879,0.3345356081359805,0.6243641912512714,0.3164011830021274,0.17707854846118515,0.6315003732271709,0.24175824175824168,0.3793103448275863,0.5625,0.8489170628631797,Kirmizi_Pistachio
0.3663588110403397,0.6078644220569761,0.5214663191674458,0.32159543794194434,0.8311040580367266,0.4510473162290194,0.676246622451486,0.3867763874639053,0.5773143438453712,0.4570124007679137,0.15732659623334866,0.44911669569544643,0.3076923076923076,0.31034482758620685,0.37573529411764717,0.6827786582144744,Kirmizi_Pistachio
0.5128131634819533,0.20048652225584407,0.7760322098568009,0.28648754791383224,0.9165722058490138,0.595220238815255,0.91771063620732,0.4580032366224892,0.720498474059003,0.6449955896850519,0.6626090950849794,0.4095546155760137,0.25274725274725274,0.06896551724137934,0.33768382352941184,0.9643423137876383,Kirmizi_Pistachio
0.5504033970276008,0.1788276932065881,0.6245000487317125,0.4159796262270248,0.7955112219451372,0.6301207406877107,0.8066814050601818,0.5412246279470717,0.816378433367243,0.40190940694235455,0.7495406522737713,0.5645683005722815,0.17582417582417575,0.17241379310344818,0.49154411764705896,0.8837823560485996,Kirmizi_Pistachio
0.33882165605095543,0.2792133078847364,0.5040894028379908,0.24516894322073113,0.8791657220584903,0.4222630917614414,0.7703267010562513,0.32285838190029936,0.6200406917599184,0.5503554194987808,0.39033073036288474,0.429957700920627,0.3296703296703295,0.27586206896551735,0.35735294117647076,0.8291072371896457,Kirmizi_Pistachio
0.5496284501061572,0.2303876745867437,0.7161639479184341,0.38177420938419815,0.84720018136477,0.6294087878286669,0.8351756325227215,0.5286060311181155,0.6864191251271619,0.48539407461215167,0.629536058796509,0.48967404827071404,0.20879120879120872,0.13793103448275867,0.4154411764705883,0.864764923402007,Kirmizi_Pistachio
0.350891719745223,0.12032143853429411,0.5038028784197932,0.21998585377289492,0.8954885513489006,0.4349528368260329,0.9290100712355687,0.28692764139068994,0.827822990844354,0.5885954444040886,0.6962563160312357,0.44513560587210743,0.31868131868131866,0.2068965517241379,0.37187500000000007,0.958795562599049,Kirmizi_Pistachio
0.5809872611464968,0.17018630547247648,0.6370741841047989,0.4098298244946129,0.8043527544774429,0.657960961086987,0.9771554900515842,0.5057804385306157,0.8652085452695828,0.41456960514709706,0.8023656407900781,0.5842249315750185,0.1648351648351648,0.13793103448275867,0.5123161764705882,0.9738510301109344,Kirmizi_Pistachio
0.6316135881104035,0.5703790416347755,0.7362405108527328,0.4636676398041969,0.7980049875311721,0.7030238247470271,0.8872512896094327,0.5939625355658271,0.7980671414038656,0.4055933170757018,0.27021129995406523,0.5508833043045533,0.15384615384615385,0.13793103448275867,0.4775735294117648,0.8539355520338083,Kirmizi_Pistachio
0.42900212314225056,0.1892058469769985,0.5300782956173948,0.32507829515922515,0.8313307639990932,0.5144387693386292,0.8319823139277818,0.40019885131633226,0.7380467955239065,0.45732371711721065,0.611851171336702,0.5148046777805422,0.24175824175824168,0.24137931034482762,0.44080882352941186,0.8745377707342841,Kirmizi_Pistachio
0.4780785562632696,0.15808572646786412,0.506803037249077,0.39724649500173315,0.7667195647245522,0.5622605737589579,0.8997789240972736,0.428281311149424,0.7459308240081384,0.3638769262699112,0.733004134129536,0.5909430206519035,0.19780219780219777,0.24137931034482762,0.5193014705882354,0.8618594823032222,Kirmizi_Pistachio
0.6581528662420382,0.28517739440385004,0.6333358300815444,0.5100632572789952,0.724325549761959,0.7261657487477875,0.9233603537214441,0.6061580444876935,0.7881485249237028,0.31551912001245264,0.6045016077170418,0.6621050012440906,0.10989010989010983,0.13793103448275867,0.5957720588235295,0.9310618066561012,Siit_Pistachio
0.3544692144373673,0.19945472263438857,0.4563472152533872,0.251877781406728,0.8612559510315121,0.43869182365095516,0.9191844755588308,0.29349608114826053,0.4114954221770091,0.5125823691174181,0.5242305925585669,0.49017168449863124,0.29670329670329665,0.24137931034482762,0.41617647058823526,0.9294770206022185,Kirmizi_Pistachio
0.4713906581740977,0.1582212259582647,0.52952194190458,0.3639291245970028,0.8020856948537747,0.5558327552625015,0.8823384917710635,0.4274985985213078,0.8336724313326551,0.41130078347947907,0.7258842443729904,0.5630753918885296,0.20879120879120872,0.2068965517241379,0.49007352941176485,0.9033280507131534,Kirmizi_Pistachio
0.08239915074309978,0.2545408014536512,0.11092691326116233,0.03872980505857859,0.9179324416232149,0.11799507755200778,0.6919675755342667,0.05565721417767577,0.4738046795523907,0.6489389301094795,0.22932935231970608,0.39338143816869864,0.5714285714285714,0.48275862068965525,0.3226102941176472,0.9197041732699418,Kirmizi_Pistachio
0.5093524416135882,0.2656433239005652,0.6533853198424702,0.3362109350736264,0.8596690092949446,0.591967572077821,0.8825841316629821,0.4673323249738214,0.8301119023397763,0.5090022311005034,0.5328433624253561,0.49912913660114455,0.21978021978021978,0.13793103448275867,0.42500000000000004,0.948230322239831,Kirmizi_Pistachio
0.5824203821656051,0.25114756732808863,0.7613400498868341,0.3544126811107793,0.8755384266606212,0.6592540294211306,0.9430115450749199,0.5202711993484446,0.7947609359104781,0.542209308358844,0.6138033991731742,0.48619059467529224,0.19780219780219777,0.06896551724137934,0.41194852941176474,0.984680401479133,Kirmizi_Pistachio
0.30377919320594476,0.47168690696894966,0.34785914369357496,0.23460335461946447,0.8401722965313987,0.38474386730620624,0.8243674772783101,0.26786753117629014,0.63911495422177,0.47263010429097707,0.2022278364722095,0.5230156755411794,0.3076923076923076,0.31034482758620685,0.4490808823529412,0.9355520338087691,Kirmizi_Pistachio
0.6744373673036095,0.22779309660148817,0.864048901370625,0.40944751569409676,0.8678304239401498,0.7402102778936661,0.9408007860476542,0.6154659784436711,0.8240081383519837,0.525709541846106,0.7367937528709233,0.49141577506842493,0.1648351648351648,0.034482758620689724,0.41727941176470595,0.963549920760697,Kirmizi_Pistachio
0.4805626326963907,0.13841504927989934,0.6228296339345982,0.3128283838236089,0.8664701881659487,0.5646413204207532,0.957749938590027,0.4108077805866114,0.8644455747711088,0.5230114668188659,0.7901929260450161,0.49390395620801186,0.23076923076923073,0.13793103448275867,0.41985294117647065,0.9648705758055991,Kirmizi_Pistachio
0.4515605095541401,0.26907457169639193,0.44252410414869314,0.36470616523033694,0.7683065064611199,0.5366100280683217,0.8614591009579955,0.4139386310990766,0.5076297049847405,0.3658485964821252,0.4851860358291227,0.6205523762129883,0.19780219780219777,0.24137931034482762,0.5505514705882354,0.9511357633386157,Kirmizi_Pistachio
0.5164861995753716,0.18195788960545445,0.5284918076577374,0.3985497111644989,0.7742008614826572,0.5986649649577986,0.9378531073446326,0.45447045259828855,0.8346897253306205,0.3732683028070357,0.7095774000918695,0.6133366509081861,0.17582417582417575,0.2068965517241379,0.5430147058823531,0.9503433703116739,Kirmizi_Pistachio
0.5000743099787686,0.1258980070555692,0.5492794926126336,0.3636269643919827,0.8091135796871458,0.5832138105030324,0.9729796118889709,0.42544662217192175,0.859613428280773,0.42178176723914285,0.8499081304547542,0.5770092062702163,0.18681318681318682,0.17241379310344818,0.5045955882352942,0.9706814580031691,Kirmizi_Pistachio
0.665307855626327,0.2093240415480453,0.8135041891223598,0.42712549065968297,0.844706415778735,0.7323506540634879,0.9346597887496928,0.6087706123139736,0.7805188199389623,0.4808281014891298,0.7746899402847957,0.5210251306295097,0.15384615384615385,0.06896551724137934,0.44705882352941184,0.9487585842577917,Kirmizi_Pistachio
